name;image;description;positions;known_for
McG;https://m.media-amazon.com/images/M/MV5BMTI1MTg2MTM1MF5BMl5BanBnXkFtZTcwMDIxNDY1Mg@@._V1_UY98_CR2,0,67,98_AL_.jpg;McG was born on August 9, 1968 in Kalamazoo, Michigan, USA. He is a producer and director, known for Los ángeles de Charlie: Al límite (2003), Terminator: Salvation (2009) and The Babysitter: Killer Queen (2020).;Producción Equipos adicionales Dirección;2000
Blair Simmons;;;Dirección Animación Arte;Blaze y los Monster Machines
Blair Simmons;;;Dirección Animación Arte;5,6
Blair Simmons;;;Dirección Animación Arte;Serie de TV
Blair Simmons;;;Dirección Animación Arte;Dirección
Blair Simmons;;;Dirección Animación Arte;2014–2017 • 53 episodios
Blair Simmons;;;Dirección Animación Arte;Octonauts & the Great Barrier Reef
Blair Simmons;;;Dirección Animación Arte;6,7
Blair Simmons;;;Dirección Animación Arte;Dirección
Blair Simmons;;;Dirección Animación Arte;2020
Blair Simmons;;;Dirección Animación Arte;AOK
Blair Simmons;;;Dirección Animación Arte;8,1
Blair Simmons;;;Dirección Animación Arte;Serie de TV
Blair Simmons;;;Dirección Animación Arte;Dirección
Blair Simmons;;;Dirección Animación Arte;2017–2020 • 58 episodios
Blair Simmons;;;Dirección Animación Arte;Slugterra
Blair Simmons;;;Dirección Animación Arte;7,0
Blair Simmons;;;Dirección Animación Arte;Serie de TV
Blair Simmons;;;Dirección Animación Arte;Dirección
Blair Simmons;;;Dirección Animación Arte;2012–2013 • 6 episodios
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;Bandwagon
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;7,1
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;Dirección
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;1996
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;Una pandilla de altura
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;5,3
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;Dirección
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;2002
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;Las aventuras de Zachary Beaver
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;5,7
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;Dirección
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;2003
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;La chica de al lado
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;5,7
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;Dirección
John Schultz;https://m.media-amazon.com/images/M/MV5BMTY5MDc3OTQ5NV5BMl5BanBnXkFtZTYwMDc4Njk2._V1_UX67_CR0,0,67,98_AL_.jpg;Schultz was an original member of the Charlotte, NC based band, The Connells. He played drums.;Dirección Guion Producción;1999
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;Historia de un matrimonio
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;7,9
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;Guion
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;2019
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;Una historia de Brooklyn
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;7,3
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;Guion
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;2005
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;Frances Ha
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;7,4
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;Guion
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;2012
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;Fantástico Sr. Fox
Noah Baumbach;https://m.media-amazon.com/images/M/MV5BMjA3NTUzNzM2OF5BMl5BanBnXkFtZTcwNjU4MjYxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg;"Born in Brooklyn in 1969 Noah Baumbach is the son of two film critics, Georgia Brown and Jonathan Baumbach (also a writer). His studies at Vassar College were the subject of his first film (made as he was 26 years old), Kicking and Screaming (1995). His second major picture, made ten years later, Una historia de Brooklyn (2005) was no less autobiographical but went back further in his personal history, back to the time when his parents separated. Recounting this past trauma and its aftermath earned Noah a selection at the Sundance Film Festival, three Golden Globe nominations and a best screenplay Oscar nomination. From then on his career was launched and his output became more regular with Margot y la boda (2007) starring Nicole Kidman and his wife Jennifer Jason Leigh, Greenberg (2010), filmed in Los Angeles, with Ben Stiller and Greta Gerwig. Back in New york, where he lives, he was the director (and co-author with his main actress, Greta Gerwig) of the bittersweet art house success Frances Ha (2012). Besides directing films, he also co-writes some with Wes Anderson, a good friend of his, and is the author of humor columns in the New Yorker.
- IMDb Mini Biography By: Guy Bellinger";Guion Dirección Producción;7,9
