name;image;description;positions;known_for;Banda sonora;Guion y continuidad;Composición;sonido de archivo;Música;Como sí mismos;Agradecimientos;metraje de archivo;Producción;Dirección;Equipos adicionales
Maya Rudolph;https://m.media-amazon.com/images/M/MV5BMTMzOTQwMzAyOF5BMl5BanBnXkFtZTYwNzA1OTc0._V1_UX67_CR0,0,67,98_AL_.jpg;"Maya Rudolph was born on July 27, 1972 in Gainesville, Florida, to Richard Rudolph, a music producer, and soul singer Minnie Riperton. Her mother was African-American and her father is Ashkenazi Jewish (from a family from Lithuania, Russia, Germany, and Hungary). In 1973, Maya, her parents, and her older brother, Marc Rudolph, moved to California to further Minnie's music career. Here Minnie recorded ""Lovin' You"", her most famous single, in which one can hear her sing ""Maya, Maya, Maya"" at the end of the song; Riperton said that the song was used as a lullaby for Maya.

During adolescence, Maya attended St. Augustine by the Sea School, where she met childhood friend, Gwyneth Paltrow. The Paltrows and the Rudolphs became family friends and, in 2000, Richard Rudolph and Maya filled the role of music supervisors on the Bruce Paltrow-directed film A dúo (2000), which starred Gwyneth.

In 1990, Maya enrolled at the University of California at Santa Cruz, majoring in photography. It was here that Maya formed the band ""Supersauce"" with fellow students. After graduation in 1994, Maya left the band and soon joined The Rentals, fronted by Weezer bassist Matt Sharp. Maya was featured on the 1999 release ""Seven More Minutes"", where she sang backup vocals on ""Barcelona"" and ""My Head is in the Sun"". Maya began touring with the group, singing backup and playing Moog synthesizer. When The Rentals disbanded, Maya decided to pursue her dream of a career in comedy, joining the famed troupe ""The Groundlings"".

On May 6, 2000, Maya joined the cast of Saturday Night Live (1975), and became one of that show's most popular performers. Famous sketches include a dead-on impression of fashion diva Donatella Versace; high school flake ""Megan"", the host of her own morning talk show, ""Wake-up WakeField""; and one of the members of the R&B parody ""Gemini's Twin"". In 2006, she co-starred in the film El último show (2006), directed by the legendary Robert Altman and based on the NPR show by Garrison Keillor.

Maya has four children with her partner, filmmaker Paul Thomas Anderson.
- IMDb Mini Biography By: S.M";Reparto Producción Guion;2013;29.0;;;;1.0;120.0;7.0;35.0;;;
Maya Rudolph;https://m.media-amazon.com/images/M/MV5BMTMzOTQwMzAyOF5BMl5BanBnXkFtZTYwNzA1OTc0._V1_UX67_CR0,0,67,98_AL_.jpg;"Maya Rudolph was born on July 27, 1972 in Gainesville, Florida, to Richard Rudolph, a music producer, and soul singer Minnie Riperton. Her mother was African-American and her father is Ashkenazi Jewish (from a family from Lithuania, Russia, Germany, and Hungary). In 1973, Maya, her parents, and her older brother, Marc Rudolph, moved to California to further Minnie's music career. Here Minnie recorded ""Lovin' You"", her most famous single, in which one can hear her sing ""Maya, Maya, Maya"" at the end of the song; Riperton said that the song was used as a lullaby for Maya.

During adolescence, Maya attended St. Augustine by the Sea School, where she met childhood friend, Gwyneth Paltrow. The Paltrows and the Rudolphs became family friends and, in 2000, Richard Rudolph and Maya filled the role of music supervisors on the Bruce Paltrow-directed film A dúo (2000), which starred Gwyneth.

In 1990, Maya enrolled at the University of California at Santa Cruz, majoring in photography. It was here that Maya formed the band ""Supersauce"" with fellow students. After graduation in 1994, Maya left the band and soon joined The Rentals, fronted by Weezer bassist Matt Sharp. Maya was featured on the 1999 release ""Seven More Minutes"", where she sang backup vocals on ""Barcelona"" and ""My Head is in the Sun"". Maya began touring with the group, singing backup and playing Moog synthesizer. When The Rentals disbanded, Maya decided to pursue her dream of a career in comedy, joining the famed troupe ""The Groundlings"".

On May 6, 2000, Maya joined the cast of Saturday Night Live (1975), and became one of that show's most popular performers. Famous sketches include a dead-on impression of fashion diva Donatella Versace; high school flake ""Megan"", the host of her own morning talk show, ""Wake-up WakeField""; and one of the members of the R&B parody ""Gemini's Twin"". In 2006, she co-starred in the film El último show (2006), directed by the legendary Robert Altman and based on the NPR show by Garrison Keillor.

Maya has four children with her partner, filmmaker Paul Thomas Anderson.
- IMDb Mini Biography By: S.M";Reparto Producción Guion;Puro vicio;29.0;;;;1.0;120.0;7.0;35.0;;;
Maya Rudolph;https://m.media-amazon.com/images/M/MV5BMTMzOTQwMzAyOF5BMl5BanBnXkFtZTYwNzA1OTc0._V1_UX67_CR0,0,67,98_AL_.jpg;"Maya Rudolph was born on July 27, 1972 in Gainesville, Florida, to Richard Rudolph, a music producer, and soul singer Minnie Riperton. Her mother was African-American and her father is Ashkenazi Jewish (from a family from Lithuania, Russia, Germany, and Hungary). In 1973, Maya, her parents, and her older brother, Marc Rudolph, moved to California to further Minnie's music career. Here Minnie recorded ""Lovin' You"", her most famous single, in which one can hear her sing ""Maya, Maya, Maya"" at the end of the song; Riperton said that the song was used as a lullaby for Maya.

During adolescence, Maya attended St. Augustine by the Sea School, where she met childhood friend, Gwyneth Paltrow. The Paltrows and the Rudolphs became family friends and, in 2000, Richard Rudolph and Maya filled the role of music supervisors on the Bruce Paltrow-directed film A dúo (2000), which starred Gwyneth.

In 1990, Maya enrolled at the University of California at Santa Cruz, majoring in photography. It was here that Maya formed the band ""Supersauce"" with fellow students. After graduation in 1994, Maya left the band and soon joined The Rentals, fronted by Weezer bassist Matt Sharp. Maya was featured on the 1999 release ""Seven More Minutes"", where she sang backup vocals on ""Barcelona"" and ""My Head is in the Sun"". Maya began touring with the group, singing backup and playing Moog synthesizer. When The Rentals disbanded, Maya decided to pursue her dream of a career in comedy, joining the famed troupe ""The Groundlings"".

On May 6, 2000, Maya joined the cast of Saturday Night Live (1975), and became one of that show's most popular performers. Famous sketches include a dead-on impression of fashion diva Donatella Versace; high school flake ""Megan"", the host of her own morning talk show, ""Wake-up WakeField""; and one of the members of the R&B parody ""Gemini's Twin"". In 2006, she co-starred in the film El último show (2006), directed by the legendary Robert Altman and based on the NPR show by Garrison Keillor.

Maya has four children with her partner, filmmaker Paul Thomas Anderson.
- IMDb Mini Biography By: S.M";Reparto Producción Guion;6,6;29.0;;;;1.0;120.0;7.0;35.0;;;
Maya Rudolph;https://m.media-amazon.com/images/M/MV5BMTMzOTQwMzAyOF5BMl5BanBnXkFtZTYwNzA1OTc0._V1_UX67_CR0,0,67,98_AL_.jpg;"Maya Rudolph was born on July 27, 1972 in Gainesville, Florida, to Richard Rudolph, a music producer, and soul singer Minnie Riperton. Her mother was African-American and her father is Ashkenazi Jewish (from a family from Lithuania, Russia, Germany, and Hungary). In 1973, Maya, her parents, and her older brother, Marc Rudolph, moved to California to further Minnie's music career. Here Minnie recorded ""Lovin' You"", her most famous single, in which one can hear her sing ""Maya, Maya, Maya"" at the end of the song; Riperton said that the song was used as a lullaby for Maya.

During adolescence, Maya attended St. Augustine by the Sea School, where she met childhood friend, Gwyneth Paltrow. The Paltrows and the Rudolphs became family friends and, in 2000, Richard Rudolph and Maya filled the role of music supervisors on the Bruce Paltrow-directed film A dúo (2000), which starred Gwyneth.

In 1990, Maya enrolled at the University of California at Santa Cruz, majoring in photography. It was here that Maya formed the band ""Supersauce"" with fellow students. After graduation in 1994, Maya left the band and soon joined The Rentals, fronted by Weezer bassist Matt Sharp. Maya was featured on the 1999 release ""Seven More Minutes"", where she sang backup vocals on ""Barcelona"" and ""My Head is in the Sun"". Maya began touring with the group, singing backup and playing Moog synthesizer. When The Rentals disbanded, Maya decided to pursue her dream of a career in comedy, joining the famed troupe ""The Groundlings"".

On May 6, 2000, Maya joined the cast of Saturday Night Live (1975), and became one of that show's most popular performers. Famous sketches include a dead-on impression of fashion diva Donatella Versace; high school flake ""Megan"", the host of her own morning talk show, ""Wake-up WakeField""; and one of the members of the R&B parody ""Gemini's Twin"". In 2006, she co-starred in the film El último show (2006), directed by the legendary Robert Altman and based on the NPR show by Garrison Keillor.

Maya has four children with her partner, filmmaker Paul Thomas Anderson.
- IMDb Mini Biography By: S.M";Reparto Producción Guion;Petunia Leeway;29.0;;;;1.0;120.0;7.0;35.0;;;
Maya Rudolph;https://m.media-amazon.com/images/M/MV5BMTMzOTQwMzAyOF5BMl5BanBnXkFtZTYwNzA1OTc0._V1_UX67_CR0,0,67,98_AL_.jpg;"Maya Rudolph was born on July 27, 1972 in Gainesville, Florida, to Richard Rudolph, a music producer, and soul singer Minnie Riperton. Her mother was African-American and her father is Ashkenazi Jewish (from a family from Lithuania, Russia, Germany, and Hungary). In 1973, Maya, her parents, and her older brother, Marc Rudolph, moved to California to further Minnie's music career. Here Minnie recorded ""Lovin' You"", her most famous single, in which one can hear her sing ""Maya, Maya, Maya"" at the end of the song; Riperton said that the song was used as a lullaby for Maya.

During adolescence, Maya attended St. Augustine by the Sea School, where she met childhood friend, Gwyneth Paltrow. The Paltrows and the Rudolphs became family friends and, in 2000, Richard Rudolph and Maya filled the role of music supervisors on the Bruce Paltrow-directed film A dúo (2000), which starred Gwyneth.

In 1990, Maya enrolled at the University of California at Santa Cruz, majoring in photography. It was here that Maya formed the band ""Supersauce"" with fellow students. After graduation in 1994, Maya left the band and soon joined The Rentals, fronted by Weezer bassist Matt Sharp. Maya was featured on the 1999 release ""Seven More Minutes"", where she sang backup vocals on ""Barcelona"" and ""My Head is in the Sun"". Maya began touring with the group, singing backup and playing Moog synthesizer. When The Rentals disbanded, Maya decided to pursue her dream of a career in comedy, joining the famed troupe ""The Groundlings"".

On May 6, 2000, Maya joined the cast of Saturday Night Live (1975), and became one of that show's most popular performers. Famous sketches include a dead-on impression of fashion diva Donatella Versace; high school flake ""Megan"", the host of her own morning talk show, ""Wake-up WakeField""; and one of the members of the R&B parody ""Gemini's Twin"". In 2006, she co-starred in the film El último show (2006), directed by the legendary Robert Altman and based on the NPR show by Garrison Keillor.

Maya has four children with her partner, filmmaker Paul Thomas Anderson.
- IMDb Mini Biography By: S.M";Reparto Producción Guion;2014;29.0;;;;1.0;120.0;7.0;35.0;;;
Andrew Bachelor;https://m.media-amazon.com/images/M/MV5BOTUyMTI5Mzk0M15BMl5BanBnXkFtZTgwODQwMzE0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg;"Over the last few years, Andrew Bachelor, better known as King Bach, has quickly parlayed from one of the most influential names on the internet to being an in-demand actor, producer, and content creator. His comedy has spawned national catchphrases, captured a global audience, and has launched him into the entertainment industry as a bonafide ""one to watch"".

Bachelor has starred in the films 50 sombras muy oscuras (2016), Los Black se van de purga (2016), The Babysitter (2017), and ¿Dónde está el dinero? (2017), and will appear in the upcoming films La primera vez que nos vimos (2018) and A todos los chicos de los que me enamoré (2018). Additional television credits include Dead House (2017), which he created, directed and executive produced, Easy (2016), Resident Advisors (2015), Black Jesus (2014), The Mindy Project (2012), and Angie Tribeca (2016).

Born in Toronto, Ontario, Canada and raised in the U.S., he graduated from Florida State University with a degree in business in 2010. While attending FSU, he was a high-jump star athlete, consistently ranking among the top fifteen high-jumpers in the NCAA. After graduation, he moved to Los Angeles to pursue one of his greatest passions, a career as an actor. He took acting classes at the New York Film Academy in LA, and Bachelor established his own production company, Bach Enterprises, where he produced, directed, and performed in several projects including the short film Agent Steele (2012). In a few short years, he rose to be one of the most-followed people on Vine with 15 million subscribers and over 5 billion total views. His other social media channels also flourished, with tens of millions following his content.

In 2003, Bachelor founded The RuJohn Foundation, a non-profit organization with a mission to provide the necessary tools for education to rural and inner-city schools throughout Jamaica and the United States. The foundation also organizes annual youth-focused financial literary workshops, sports camps led by professional athletes, and acting workshops led by successful actors and entertainers.

Bachelor has been named one of the ""top influencers"" by both Forbes and Time, and in 2015 he received the Streamy Award for Viner of the Year. The following year, he won the Shorty Award for Viner of the Year, and in 2017 he was nominated for the Streamy Award for Storyteller of the Year. He holds the Guinness World Record for the most-followed account on Vine.
- IMDb Mini Biography By: Persona PR";Reparto Dirección Guion;The Babysitter;1.0;;;;1.0;35.0;;;7.0;;
Andrew Bachelor;https://m.media-amazon.com/images/M/MV5BOTUyMTI5Mzk0M15BMl5BanBnXkFtZTgwODQwMzE0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg;"Over the last few years, Andrew Bachelor, better known as King Bach, has quickly parlayed from one of the most influential names on the internet to being an in-demand actor, producer, and content creator. His comedy has spawned national catchphrases, captured a global audience, and has launched him into the entertainment industry as a bonafide ""one to watch"".

Bachelor has starred in the films 50 sombras muy oscuras (2016), Los Black se van de purga (2016), The Babysitter (2017), and ¿Dónde está el dinero? (2017), and will appear in the upcoming films La primera vez que nos vimos (2018) and A todos los chicos de los que me enamoré (2018). Additional television credits include Dead House (2017), which he created, directed and executive produced, Easy (2016), Resident Advisors (2015), Black Jesus (2014), The Mindy Project (2012), and Angie Tribeca (2016).

Born in Toronto, Ontario, Canada and raised in the U.S., he graduated from Florida State University with a degree in business in 2010. While attending FSU, he was a high-jump star athlete, consistently ranking among the top fifteen high-jumpers in the NCAA. After graduation, he moved to Los Angeles to pursue one of his greatest passions, a career as an actor. He took acting classes at the New York Film Academy in LA, and Bachelor established his own production company, Bach Enterprises, where he produced, directed, and performed in several projects including the short film Agent Steele (2012). In a few short years, he rose to be one of the most-followed people on Vine with 15 million subscribers and over 5 billion total views. His other social media channels also flourished, with tens of millions following his content.

In 2003, Bachelor founded The RuJohn Foundation, a non-profit organization with a mission to provide the necessary tools for education to rural and inner-city schools throughout Jamaica and the United States. The foundation also organizes annual youth-focused financial literary workshops, sports camps led by professional athletes, and acting workshops led by successful actors and entertainers.

Bachelor has been named one of the ""top influencers"" by both Forbes and Time, and in 2015 he received the Streamy Award for Viner of the Year. The following year, he won the Shorty Award for Viner of the Year, and in 2017 he was nominated for the Streamy Award for Storyteller of the Year. He holds the Guinness World Record for the most-followed account on Vine.
- IMDb Mini Biography By: Persona PR";Reparto Dirección Guion;6,3;1.0;;;;1.0;35.0;;;7.0;;
Andrew Bachelor;https://m.media-amazon.com/images/M/MV5BOTUyMTI5Mzk0M15BMl5BanBnXkFtZTgwODQwMzE0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg;"Over the last few years, Andrew Bachelor, better known as King Bach, has quickly parlayed from one of the most influential names on the internet to being an in-demand actor, producer, and content creator. His comedy has spawned national catchphrases, captured a global audience, and has launched him into the entertainment industry as a bonafide ""one to watch"".

Bachelor has starred in the films 50 sombras muy oscuras (2016), Los Black se van de purga (2016), The Babysitter (2017), and ¿Dónde está el dinero? (2017), and will appear in the upcoming films La primera vez que nos vimos (2018) and A todos los chicos de los que me enamoré (2018). Additional television credits include Dead House (2017), which he created, directed and executive produced, Easy (2016), Resident Advisors (2015), Black Jesus (2014), The Mindy Project (2012), and Angie Tribeca (2016).

Born in Toronto, Ontario, Canada and raised in the U.S., he graduated from Florida State University with a degree in business in 2010. While attending FSU, he was a high-jump star athlete, consistently ranking among the top fifteen high-jumpers in the NCAA. After graduation, he moved to Los Angeles to pursue one of his greatest passions, a career as an actor. He took acting classes at the New York Film Academy in LA, and Bachelor established his own production company, Bach Enterprises, where he produced, directed, and performed in several projects including the short film Agent Steele (2012). In a few short years, he rose to be one of the most-followed people on Vine with 15 million subscribers and over 5 billion total views. His other social media channels also flourished, with tens of millions following his content.

In 2003, Bachelor founded The RuJohn Foundation, a non-profit organization with a mission to provide the necessary tools for education to rural and inner-city schools throughout Jamaica and the United States. The foundation also organizes annual youth-focused financial literary workshops, sports camps led by professional athletes, and acting workshops led by successful actors and entertainers.

Bachelor has been named one of the ""top influencers"" by both Forbes and Time, and in 2015 he received the Streamy Award for Viner of the Year. The following year, he won the Shorty Award for Viner of the Year, and in 2017 he was nominated for the Streamy Award for Storyteller of the Year. He holds the Guinness World Record for the most-followed account on Vine.
- IMDb Mini Biography By: Persona PR";Reparto Dirección Guion;John;1.0;;;;1.0;35.0;;;7.0;;
Andrew Bachelor;https://m.media-amazon.com/images/M/MV5BOTUyMTI5Mzk0M15BMl5BanBnXkFtZTgwODQwMzE0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg;"Over the last few years, Andrew Bachelor, better known as King Bach, has quickly parlayed from one of the most influential names on the internet to being an in-demand actor, producer, and content creator. His comedy has spawned national catchphrases, captured a global audience, and has launched him into the entertainment industry as a bonafide ""one to watch"".

Bachelor has starred in the films 50 sombras muy oscuras (2016), Los Black se van de purga (2016), The Babysitter (2017), and ¿Dónde está el dinero? (2017), and will appear in the upcoming films La primera vez que nos vimos (2018) and A todos los chicos de los que me enamoré (2018). Additional television credits include Dead House (2017), which he created, directed and executive produced, Easy (2016), Resident Advisors (2015), Black Jesus (2014), The Mindy Project (2012), and Angie Tribeca (2016).

Born in Toronto, Ontario, Canada and raised in the U.S., he graduated from Florida State University with a degree in business in 2010. While attending FSU, he was a high-jump star athlete, consistently ranking among the top fifteen high-jumpers in the NCAA. After graduation, he moved to Los Angeles to pursue one of his greatest passions, a career as an actor. He took acting classes at the New York Film Academy in LA, and Bachelor established his own production company, Bach Enterprises, where he produced, directed, and performed in several projects including the short film Agent Steele (2012). In a few short years, he rose to be one of the most-followed people on Vine with 15 million subscribers and over 5 billion total views. His other social media channels also flourished, with tens of millions following his content.

In 2003, Bachelor founded The RuJohn Foundation, a non-profit organization with a mission to provide the necessary tools for education to rural and inner-city schools throughout Jamaica and the United States. The foundation also organizes annual youth-focused financial literary workshops, sports camps led by professional athletes, and acting workshops led by successful actors and entertainers.

Bachelor has been named one of the ""top influencers"" by both Forbes and Time, and in 2015 he received the Streamy Award for Viner of the Year. The following year, he won the Shorty Award for Viner of the Year, and in 2017 he was nominated for the Streamy Award for Storyteller of the Year. He holds the Guinness World Record for the most-followed account on Vine.
- IMDb Mini Biography By: Persona PR";Reparto Dirección Guion;2017;1.0;;;;1.0;35.0;;;7.0;;
Andrew Bachelor;https://m.media-amazon.com/images/M/MV5BOTUyMTI5Mzk0M15BMl5BanBnXkFtZTgwODQwMzE0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg;"Over the last few years, Andrew Bachelor, better known as King Bach, has quickly parlayed from one of the most influential names on the internet to being an in-demand actor, producer, and content creator. His comedy has spawned national catchphrases, captured a global audience, and has launched him into the entertainment industry as a bonafide ""one to watch"".

Bachelor has starred in the films 50 sombras muy oscuras (2016), Los Black se van de purga (2016), The Babysitter (2017), and ¿Dónde está el dinero? (2017), and will appear in the upcoming films La primera vez que nos vimos (2018) and A todos los chicos de los que me enamoré (2018). Additional television credits include Dead House (2017), which he created, directed and executive produced, Easy (2016), Resident Advisors (2015), Black Jesus (2014), The Mindy Project (2012), and Angie Tribeca (2016).

Born in Toronto, Ontario, Canada and raised in the U.S., he graduated from Florida State University with a degree in business in 2010. While attending FSU, he was a high-jump star athlete, consistently ranking among the top fifteen high-jumpers in the NCAA. After graduation, he moved to Los Angeles to pursue one of his greatest passions, a career as an actor. He took acting classes at the New York Film Academy in LA, and Bachelor established his own production company, Bach Enterprises, where he produced, directed, and performed in several projects including the short film Agent Steele (2012). In a few short years, he rose to be one of the most-followed people on Vine with 15 million subscribers and over 5 billion total views. His other social media channels also flourished, with tens of millions following his content.

In 2003, Bachelor founded The RuJohn Foundation, a non-profit organization with a mission to provide the necessary tools for education to rural and inner-city schools throughout Jamaica and the United States. The foundation also organizes annual youth-focused financial literary workshops, sports camps led by professional athletes, and acting workshops led by successful actors and entertainers.

Bachelor has been named one of the ""top influencers"" by both Forbes and Time, and in 2015 he received the Streamy Award for Viner of the Year. The following year, he won the Shorty Award for Viner of the Year, and in 2017 he was nominated for the Streamy Award for Storyteller of the Year. He holds the Guinness World Record for the most-followed account on Vine.
- IMDb Mini Biography By: Persona PR";Reparto Dirección Guion;La primera vez que nos vimos;1.0;;;;1.0;35.0;;;7.0;;
Andrew Bachelor;https://m.media-amazon.com/images/M/MV5BOTUyMTI5Mzk0M15BMl5BanBnXkFtZTgwODQwMzE0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg;"Over the last few years, Andrew Bachelor, better known as King Bach, has quickly parlayed from one of the most influential names on the internet to being an in-demand actor, producer, and content creator. His comedy has spawned national catchphrases, captured a global audience, and has launched him into the entertainment industry as a bonafide ""one to watch"".

Bachelor has starred in the films 50 sombras muy oscuras (2016), Los Black se van de purga (2016), The Babysitter (2017), and ¿Dónde está el dinero? (2017), and will appear in the upcoming films La primera vez que nos vimos (2018) and A todos los chicos de los que me enamoré (2018). Additional television credits include Dead House (2017), which he created, directed and executive produced, Easy (2016), Resident Advisors (2015), Black Jesus (2014), The Mindy Project (2012), and Angie Tribeca (2016).

Born in Toronto, Ontario, Canada and raised in the U.S., he graduated from Florida State University with a degree in business in 2010. While attending FSU, he was a high-jump star athlete, consistently ranking among the top fifteen high-jumpers in the NCAA. After graduation, he moved to Los Angeles to pursue one of his greatest passions, a career as an actor. He took acting classes at the New York Film Academy in LA, and Bachelor established his own production company, Bach Enterprises, where he produced, directed, and performed in several projects including the short film Agent Steele (2012). In a few short years, he rose to be one of the most-followed people on Vine with 15 million subscribers and over 5 billion total views. His other social media channels also flourished, with tens of millions following his content.

In 2003, Bachelor founded The RuJohn Foundation, a non-profit organization with a mission to provide the necessary tools for education to rural and inner-city schools throughout Jamaica and the United States. The foundation also organizes annual youth-focused financial literary workshops, sports camps led by professional athletes, and acting workshops led by successful actors and entertainers.

Bachelor has been named one of the ""top influencers"" by both Forbes and Time, and in 2015 he received the Streamy Award for Viner of the Year. The following year, he won the Shorty Award for Viner of the Year, and in 2017 he was nominated for the Streamy Award for Storyteller of the Year. He holds the Guinness World Record for the most-followed account on Vine.
- IMDb Mini Biography By: Persona PR";Reparto Dirección Guion;6,4;1.0;;;;1.0;35.0;;;7.0;;
Andrew Bachelor;https://m.media-amazon.com/images/M/MV5BOTUyMTI5Mzk0M15BMl5BanBnXkFtZTgwODQwMzE0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg;"Over the last few years, Andrew Bachelor, better known as King Bach, has quickly parlayed from one of the most influential names on the internet to being an in-demand actor, producer, and content creator. His comedy has spawned national catchphrases, captured a global audience, and has launched him into the entertainment industry as a bonafide ""one to watch"".

Bachelor has starred in the films 50 sombras muy oscuras (2016), Los Black se van de purga (2016), The Babysitter (2017), and ¿Dónde está el dinero? (2017), and will appear in the upcoming films La primera vez que nos vimos (2018) and A todos los chicos de los que me enamoré (2018). Additional television credits include Dead House (2017), which he created, directed and executive produced, Easy (2016), Resident Advisors (2015), Black Jesus (2014), The Mindy Project (2012), and Angie Tribeca (2016).

Born in Toronto, Ontario, Canada and raised in the U.S., he graduated from Florida State University with a degree in business in 2010. While attending FSU, he was a high-jump star athlete, consistently ranking among the top fifteen high-jumpers in the NCAA. After graduation, he moved to Los Angeles to pursue one of his greatest passions, a career as an actor. He took acting classes at the New York Film Academy in LA, and Bachelor established his own production company, Bach Enterprises, where he produced, directed, and performed in several projects including the short film Agent Steele (2012). In a few short years, he rose to be one of the most-followed people on Vine with 15 million subscribers and over 5 billion total views. His other social media channels also flourished, with tens of millions following his content.

In 2003, Bachelor founded The RuJohn Foundation, a non-profit organization with a mission to provide the necessary tools for education to rural and inner-city schools throughout Jamaica and the United States. The foundation also organizes annual youth-focused financial literary workshops, sports camps led by professional athletes, and acting workshops led by successful actors and entertainers.

Bachelor has been named one of the ""top influencers"" by both Forbes and Time, and in 2015 he received the Streamy Award for Viner of the Year. The following year, he won the Shorty Award for Viner of the Year, and in 2017 he was nominated for the Streamy Award for Storyteller of the Year. He holds the Guinness World Record for the most-followed account on Vine.
- IMDb Mini Biography By: Persona PR";Reparto Dirección Guion;Max;1.0;;;;1.0;35.0;;;7.0;;
Andrew Bachelor;https://m.media-amazon.com/images/M/MV5BOTUyMTI5Mzk0M15BMl5BanBnXkFtZTgwODQwMzE0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg;"Over the last few years, Andrew Bachelor, better known as King Bach, has quickly parlayed from one of the most influential names on the internet to being an in-demand actor, producer, and content creator. His comedy has spawned national catchphrases, captured a global audience, and has launched him into the entertainment industry as a bonafide ""one to watch"".

Bachelor has starred in the films 50 sombras muy oscuras (2016), Los Black se van de purga (2016), The Babysitter (2017), and ¿Dónde está el dinero? (2017), and will appear in the upcoming films La primera vez que nos vimos (2018) and A todos los chicos de los que me enamoré (2018). Additional television credits include Dead House (2017), which he created, directed and executive produced, Easy (2016), Resident Advisors (2015), Black Jesus (2014), The Mindy Project (2012), and Angie Tribeca (2016).

Born in Toronto, Ontario, Canada and raised in the U.S., he graduated from Florida State University with a degree in business in 2010. While attending FSU, he was a high-jump star athlete, consistently ranking among the top fifteen high-jumpers in the NCAA. After graduation, he moved to Los Angeles to pursue one of his greatest passions, a career as an actor. He took acting classes at the New York Film Academy in LA, and Bachelor established his own production company, Bach Enterprises, where he produced, directed, and performed in several projects including the short film Agent Steele (2012). In a few short years, he rose to be one of the most-followed people on Vine with 15 million subscribers and over 5 billion total views. His other social media channels also flourished, with tens of millions following his content.

In 2003, Bachelor founded The RuJohn Foundation, a non-profit organization with a mission to provide the necessary tools for education to rural and inner-city schools throughout Jamaica and the United States. The foundation also organizes annual youth-focused financial literary workshops, sports camps led by professional athletes, and acting workshops led by successful actors and entertainers.

Bachelor has been named one of the ""top influencers"" by both Forbes and Time, and in 2015 he received the Streamy Award for Viner of the Year. The following year, he won the Shorty Award for Viner of the Year, and in 2017 he was nominated for the Streamy Award for Storyteller of the Year. He holds the Guinness World Record for the most-followed account on Vine.
- IMDb Mini Biography By: Persona PR";Reparto Dirección Guion;2018;1.0;;;;1.0;35.0;;;7.0;;
Andrew Bachelor;https://m.media-amazon.com/images/M/MV5BOTUyMTI5Mzk0M15BMl5BanBnXkFtZTgwODQwMzE0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg;"Over the last few years, Andrew Bachelor, better known as King Bach, has quickly parlayed from one of the most influential names on the internet to being an in-demand actor, producer, and content creator. His comedy has spawned national catchphrases, captured a global audience, and has launched him into the entertainment industry as a bonafide ""one to watch"".

Bachelor has starred in the films 50 sombras muy oscuras (2016), Los Black se van de purga (2016), The Babysitter (2017), and ¿Dónde está el dinero? (2017), and will appear in the upcoming films La primera vez que nos vimos (2018) and A todos los chicos de los que me enamoré (2018). Additional television credits include Dead House (2017), which he created, directed and executive produced, Easy (2016), Resident Advisors (2015), Black Jesus (2014), The Mindy Project (2012), and Angie Tribeca (2016).

Born in Toronto, Ontario, Canada and raised in the U.S., he graduated from Florida State University with a degree in business in 2010. While attending FSU, he was a high-jump star athlete, consistently ranking among the top fifteen high-jumpers in the NCAA. After graduation, he moved to Los Angeles to pursue one of his greatest passions, a career as an actor. He took acting classes at the New York Film Academy in LA, and Bachelor established his own production company, Bach Enterprises, where he produced, directed, and performed in several projects including the short film Agent Steele (2012). In a few short years, he rose to be one of the most-followed people on Vine with 15 million subscribers and over 5 billion total views. His other social media channels also flourished, with tens of millions following his content.

In 2003, Bachelor founded The RuJohn Foundation, a non-profit organization with a mission to provide the necessary tools for education to rural and inner-city schools throughout Jamaica and the United States. The foundation also organizes annual youth-focused financial literary workshops, sports camps led by professional athletes, and acting workshops led by successful actors and entertainers.

Bachelor has been named one of the ""top influencers"" by both Forbes and Time, and in 2015 he received the Streamy Award for Viner of the Year. The following year, he won the Shorty Award for Viner of the Year, and in 2017 he was nominated for the Streamy Award for Storyteller of the Year. He holds the Guinness World Record for the most-followed account on Vine.
- IMDb Mini Biography By: Persona PR";Reparto Dirección Guion;Amor de calendario;1.0;;;;1.0;35.0;;;7.0;;
